4637|4775|4766
6453|43061|174
6461|20485|21252
174|5511|9304
5588|197064|24724
3320|9002|28840
6327|19523|174
6453|29119|201942
29076|3255|49204
2603|21320|174
59605|43766|6762
3326|48438|35297
7473|45430|4637
577|11342|174
1257|34385|1299
7473|4761|3491
57344|60168|31287
6461|7473|3491
20485|197078|20764
12956|10778|7004
20764|8359|3491
8359|29076|48422
34123|49893|21453
3356|7713|174
8220|43722|48918
5391|43061|6762
5588|39904|16019
46887|31882|2828
7473|7552|3491
9121|43391|174
3320|7473|1299
1299|42|715
3320|9583|58678
3356|55644|3491
33287|26881|7029
3216|12297|3356
6453|48237|51375
577|40867|812
6461|9002|28840
15412|9304|20485
4637|4775|6453
7473|7552|1273
6453|30844|37183
55330|131284|6762
17639|135345|135607
132167|134739|45558
9583|132215|55410
2828|16399|10796
6461|7473|136106
3356|31133|196691
48479|41757|31133
4637|56111|9930
34984|25145|3356
3356|55644|1273
48237|35819|48237
3356|38757|3491
7473|38082|135300
5391|43061|174
57344|60168|174
9002|48422|6939
3320|9002|9304
3356|202|11403
9002|35401|12389
9121|42926|61135
4766|4775|174
9304|133623|58453
4651|136975|132876
3356|58453|9927
3754|5719|6128
3216|12297|174
12956|22869|27884
18403|56149|38731
6762|3320|26464
327952|37248|37468
23930|9927|9299
3491|17639|9304
8657|29614|1273
24088|131421|45903
8359|25086|8359
3320|9002|44628
3356|31133|56418
3356|3216|28840
37100|37063|37027
4637|38442|7473
3491|58453|40065
37063|12491|33771
6774|196755|174
6762|7473|136106
29076|44927|8641
4637|55821|174
3491|9299|137406
8473|205834|1257
45177|61138|137409
41313|6821|12713
42861|51464|202984
7473|133372|6453
29614|37613|174
8167|52771|264159
9002|47655|29226
29076|47968|50509
39288|43962|5588
20485|9177|31133
36994|29614|8657
6461|16399|2828
3320|9121|2914
21320|3221|1299
13237|8879|3320
4637|23944|3356
8359|29076|48293
28968|48940|31133
6453|34224|43561
6461|5769|1299
15412|9304|4637
8359|29076|56418
37662|37204|5511
20485|41148|31133
3356|9002|4761
3216|199599|9002
174|31133|196691
2828|32732|6939
8359|12737|31133
3356|8167|266356
5483|49674|39737
29686|42442|3356
23944|17970|55821
4766|4775|1273
37468|36917|17400
29614|37613|6762
2828|36498|2914
12956|10778|61522
9002|202984|25227
7473|7552|38623
4637|18187|3491
9505|9924|3491
2914|30844|37183
16637|31167|5511
17639|135345|9927
3356|10429|264255
45899|135905|131418
3216|199599|20485
3356|3910|209
13789|30372|12178
2603|3221|1299
29076|196691|3216
7473|3758|3491
3356|19332|3491
3356|3491|39533
1273|29614|8657
3356|3561|7991
3216|199599|174
4637|18187|6453
3320|7473|38442
19228|22661|61522
7016|26881|7029
4637|4775|174
174|6830|43171
29465|37282|3356
37662|36866|8966
16637|31167|8218
3356|55644|55410
6453|48237|47794
3320|8447|8717
13789|30372|3356
9304|45558|2516
6461|9002|5391
10089|9587|15932
9050|50369|12310
8167|61745|61678
8359|31059|31225
6461|58453|40065
3908|7991|3561
3356|5511|9304
8966|36866|37662
12713|42313|6762
3320|203329|2914
37662|15808|37100
9002|30936|12389
5391|43061|3212
15412|9304|137996
29465|37282|174
4637|4775|1299
3491|58453|9927
37662|25543|5511
9002|57344|43561
4637|7552|3491
28186|53163|262687
37100|15808|6762
3356|10429|61678
28329|264344|4230
6461|20485|198052
32098|16960|18734
7843|11426|81
3549|7713|174
4637|7552|1273
3491|174|18187
5391|43061|3356
4637|38442|6939
3216|60879|20485
4637|23944|6939
6461|20485|48940
852|22457|577
3320|9002|12615
4637|63199|3491
6461|8359|3356
3320|15456|3356
6762|7473|38442
37662|25543|174
3216|49107|31500
6461|58453|9927
12389|199599|20485
8926|39279|3356
58247|58175|5588
3320|15743|1299
5511|52468|18747
4651|136975|10099
4637|1221|2764
701|5639|23520
4651|45558|2516
2828|7219|174
4637|18187|6939
6762|4637|45430
7473|4761|1299
7738|8167|266356
3491|3320|26464
